ID,URL,Visits,Transition,Time
16535,https://bugs.chromium.org/p/chromium/issues/detail?id=137857,2,link,Thu Nov 09 2017 09:06:42 GMT+0530 (India Standard Time),link,Thu Nov 09 2017 09:08:53 GMT+0530 (India Standard Time)
16539,https://productforums.google.com/forum/#!topic/chrome/YEE24sDJxfo,1,link,Thu Nov 09 2017 09:06:48 GMT+0530 (India Standard Time)
16536,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=7&cad=rja&uact=8&ved=0ahUKEwi71JaRyLDXAhXJtY8KHWjZB9YQFghMMAY&url=http%3A%2F%2Fproductforums.google.com%2Fd%2Ftopic%2Fchrome%2FYEE24sDJxfo&usg=AOvVaw3zAMz5q95GhqAxylbiDXL8,1,link,Thu Nov 09 2017 09:06:44 GMT+0530 (India Standard Time)
16534,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=6&cad=rja&uact=8&ved=0ahUKEwi71JaRyLDXAhXJtY8KHWjZB9YQFghKMAU&url=https%3A%2F%2Fbugs.chromium.org%2Fp%2Fchromium%2Fissues%2Fdetail%3Fid%3D137857&usg=AOvVaw34A6KK0BKcm4IWvAbe_ooU,1,link,Thu Nov 09 2017 09:06:40 GMT+0530 (India Standard Time)
16533,https://groups.google.com/a/chromium.org/forum/#!topic/chromium-bugs/qGMYblNuymU,1,link,Thu Nov 09 2017 09:06:36 GMT+0530 (India Standard Time)
16531,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=0ahUKEwi71JaRyLDXAhXJtY8KHWjZB9YQFgg0MAI&url=https%3A%2F%2Fgroups.google.com%2Fa%2Fchromium.org%2Fd%2Ftopic%2Fchromium-bugs%2FqGMYblNuymU&usg=AOvVaw0KBYoBtbUG74tWcFiHtFU7,1,link,Thu Nov 09 2017 09:06:33 GMT+0530 (India Standard Time)
16530,https://stackoverflow.com/questions/24624232/cookies-permission-in-chrome-extension-doesnt-work,1,link,Thu Nov 09 2017 09:06:29 GMT+0530 (India Standard Time)
16529,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwi71JaRyLDXAhXJtY8KHWjZB9YQFggtMAE&url=https%3A%2F%2Fstackoverflow.com%2Fquestions%2F24624232%2Fcookies-permission-in-chrome-extension-doesnt-work&usg=AOvVaw3TWcTXowcujKJcsfM87r4K,1,link,Thu Nov 09 2017 09:06:29 GMT+0530 (India Standard Time)
16528,https://www.google.co.in/search?q=chrome.cookies.onchanged+not+working&oq=chrome.cookies.onchanged+not+working&aqs=chrome..69i57.11814j0j4&sourceid=chrome&ie=UTF-8,1,generated,Thu Nov 09 2017 09:06:24 GMT+0530 (India Standard Time)
16527,https://kb.iu.edu/d/ajfi,1,link,Thu Nov 09 2017 09:03:30 GMT+0530 (India Standard Time)
16526,https://developer.chrome.com/extensions/declare_permissions#host-permissions,1,link,Thu Nov 09 2017 09:02:48 GMT+0530 (India Standard Time)
16522,https://stackoverflow.com/questions/11912345/chrome-extension-cookies-getall-doesnt-work,1,link,Thu Nov 09 2017 09:02:29 GMT+0530 (India Standard Time)
16521,https://www.google.co.in/search?q=chrome+cookies+listener+not+working&oq=chrome+cookies+listener+not+working&aqs=chrome..69i57.9231j0j7&sourceid=chrome&ie=UTF-8,1,generated,Thu Nov 09 2017 09:02:02 GMT+0530 (India Standard Time)
16520,https://www.google.co.in/search?q=how+to+check+cookies+on+chrome&oq=how+to+check+cookies+on+chrome&aqs=chrome.0.0j69i65l3j69i60j0.6875j0j7&sourceid=chrome&ie=UTF-8,1,generated,Thu Nov 09 2017 09:01:43 GMT+0530 (India Standard Time)
16509,https://www.facebook.com/groups/msinusfall2017/permalink/1977415535814770/?comment_id=1977420172480973&notif_id=1510133278670694&notif_t=group_comment_mention,1,link,Wed Nov 08 2017 23:06:41 GMT+0530 (India Standard Time)
16503,https://www.facebook.com/nisha.daga.3?sk=wall,2,link,Wed Nov 08 2017 22:59:24 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 23:05:59 GMT+0530 (India Standard Time)
16508,https://www.facebook.com/photo.php?fbid=810574525627799&set=a.357217937630129.90481.100000257778773&type=3&theater,1,link,Wed Nov 08 2017 23:05:24 GMT+0530 (India Standard Time)
16507,https://www.facebook.com/photo.php?fbid=855539724464612&set=a.357217937630129.90481.100000257778773&type=3&theater,1,link,Wed Nov 08 2017 23:05:23 GMT+0530 (India Standard Time)
16506,https://www.facebook.com/photo.php?fbid=1239791886039392&set=a.357217937630129.90481.100000257778773&type=3&theater,1,link,Wed Nov 08 2017 23:05:18 GMT+0530 (India Standard Time)
16505,https://www.google.co.in/search?q=fest&oq=fest&aqs=chrome..69i57j0l5.1354j0j7&sourceid=chrome&ie=UTF-8,1,generated,Wed Nov 08 2017 23:02:10 GMT+0530 (India Standard Time)
16504,https://www.facebook.com/photo.php?fbid=1444389228912989&set=a.357217937630129.90481.100000257778773&type=3&theater,1,link,Wed Nov 08 2017 22:59:27 GMT+0530 (India Standard Time)
16502,https://www.facebook.com/nisha.daga.3?fref=jewel,1,link,Wed Nov 08 2017 22:59:19 GMT+0530 (India Standard Time)
14367,https://web.whatsapp.com/,37,link,Sun Oct 08 2017 14:45:07 GMT+0530 (India Standard Time),link,Sun Oct 08 2017 14:45:21 GMT+0530 (India Standard Time),typed,Mon Oct 09 2017 21:36:34 GMT+0530 (India Standard Time),link,Mon Oct 09 2017 21:36:56 GMT+0530 (India Standard Time),typed,Tue Oct 10 2017 12:28:44 GMT+0530 (India Standard Time),link,Tue Oct 10 2017 12:28:58 GMT+0530 (India Standard Time),typed,Wed Oct 11 2017 21:27:54 GMT+0530 (India Standard Time),link,Wed Oct 11 2017 21:28:06 GMT+0530 (India Standard Time),typed,Wed Oct 11 2017 21:28:21 GMT+0530 (India Standard Time),link,Wed Oct 11 2017 21:28:27 GMT+0530 (India Standard Time),typed,Wed Oct 11 2017 22:12:34 GMT+0530 (India Standard Time),link,Wed Oct 11 2017 22:12:40 GMT+0530 (India Standard Time),typed,Sun Oct 15 2017 18:31:24 GMT+0530 (India Standard Time),typed,Sat Oct 21 2017 23:45:42 GMT+0530 (India Standard Time),link,Sat Oct 21 2017 23:46:10 GMT+0530 (India Standard Time),auto_bookmark,Sun Oct 22 2017 14:00:02 GMT+0530 (India Standard Time),typed,Mon Oct 23 2017 22:54:58 GMT+0530 (India Standard Time),link,Mon Oct 23 2017 22:55:11 GMT+0530 (India Standard Time),typed,Fri Oct 27 2017 11:45:30 GMT+0530 (India Standard Time),link,Fri Oct 27 2017 11:45:43 GMT+0530 (India Standard Time),typed,Fri Oct 27 2017 23:16:51 GMT+0530 (India Standard Time),link,Fri Oct 27 2017 23:17:08 GMT+0530 (India Standard Time),typed,Thu Nov 02 2017 07:09:26 GMT+0530 (India Standard Time),typed,Mon Nov 06 2017 15:00:20 GMT+0530 (India Standard Time),link,Mon Nov 06 2017 15:00:31 GMT+0530 (India Standard Time),typed,Mon Nov 06 2017 22:20:13 GMT+0530 (India Standard Time),link,Mon Nov 06 2017 22:20:25 GMT+0530 (India Standard Time),typed,Mon Nov 06 2017 22:59:00 GMT+0530 (India Standard Time),link,Mon Nov 06 2017 22:59:12 GMT+0530 (India Standard Time),typed,Tue Nov 07 2017 08:36:50 GMT+0530 (India Standard Time),link,Tue Nov 07 2017 08:37:04 GMT+0530 (India Standard Time),typed,Tue Nov 07 2017 21:27:43 GMT+0530 (India Standard Time),link,Tue Nov 07 2017 21:28:32 GMT+0530 (India Standard Time),typed,Wed Nov 08 2017 22:02:14 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 22:02:26 GMT+0530 (India Standard Time),typed,Wed Nov 08 2017 22:58:40 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 22:58:49 GMT+0530 (India Standard Time)
16501,https://www.google.co.in/search?q=Sitara+Devi&oi=ddle&ct=sitara-devis-97th-birthday-6469056130449408&hl=en&kgmid=/m/09tc28&source=doodle-ntp,1,auto_bookmark,Wed Nov 08 2017 22:58:44 GMT+0530 (India Standard Time)
16500,https://www.google.co.in/search?q=cherished+meaning&oq=cherished&aqs=chrome.1.69i57j0l5.3624j0j9&sourceid=chrome&ie=UTF-8,1,generated,Wed Nov 08 2017 22:52:58 GMT+0530 (India Standard Time)
16497,https://www.google.co.in/search?ei=zjoDWqyTGsKl0gT2waKACg&q=excellence+synonyms&oq=excellence&gs_l=psy-ab.3.0.0i67k1l2j0l8.11069.13138.0.14297.10.10.0.0.0.0.159.1294.0j9.9.0....0...1.1.64.psy-ab..1.9.1289...0i131k1j0i131i10k1.0.EDukkYnF4oE,2,link,Wed Nov 08 2017 22:41:54 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 22:49:45 GMT+0530 (India Standard Time)
16498,https://www.google.co.in/search?q=immense+importance&oq=immense+import&aqs=chrome.2.0j69i57j0l4.5180j0j9&sourceid=chrome&ie=UTF-8,2,generated,Wed Nov 08 2017 22:49:11 GMT+0530 (India Standard Time),generated,Wed Nov 08 2017 22:49:35 GMT+0530 (India Standard Time)
16499,http://isynonym.com/en/immense-importance,1,link,Wed Nov 08 2017 22:49:17 GMT+0530 (India Standard Time)
16496,https://www.google.co.in/search?ei=8DgDWtmEMcfC0gSFsoJA&q=consistent+synonyms&oq=consistent+&gs_l=psy-ab.3.0.0i67k1j0i131k1j0l8.18300.474622.0.476743.38.24.1.0.0.0.194.2007.0j13.18.0....0...1.1.64.psy-ab..20.13.1882.0..0i22i10i30k1j0i22i30k1.220.lDXcyKj3M-Y,1,link,Wed Nov 08 2017 22:41:38 GMT+0530 (India Standard Time)
16495,https://en.wikipedia.org/wiki/Tenth_grade#India,1,link,Wed Nov 08 2017 22:35:16 GMT+0530 (India Standard Time)
16494,https://en.wikipedia.org/wiki/Tenth_grade,1,link,Wed Nov 08 2017 22:35:05 GMT+0530 (India Standard Time)
16493,https://www.google.co.in/search?q=10st+standard+equivalent+in+usa&oq=10st+standard+equivalent+in+usa&aqs=chrome..69i57j0.18581j0j7&sourceid=chrome&ie=UTF-8,1,generated,Wed Nov 08 2017 22:35:01 GMT+0530 (India Standard Time)
16492,https://www.google.co.in/search?ei=zjgDWtGhKcXV0AS7mYKwAw&q=hardworking+synonyms&oq=hardworking+synonyms&gs_l=psy-ab.3..0j0i22i30k1.28491.32860.0.33049.20.20.0.0.0.0.168.2698.0j18.18.0....0...1.1.64.psy-ab..2.18.2689...0i67k1j0i131k1j0i10k1j0i22i10i30k1.0.FAqBXnHlt30,1,link,Wed Nov 08 2017 22:33:41 GMT+0530 (India Standard Time)
16491,https://www.google.co.in/search?q=devoted&oq=devoted&aqs=chrome..69i57.2005j0j7&sourceid=chrome&ie=UTF-8,1,generated,Wed Nov 08 2017 22:33:07 GMT+0530 (India Standard Time)
16490,https://www.google.co.in/search?q=preeminence&oq=preeminence&aqs=chrome.0.0l6.3001j0j7&sourceid=chrome&ie=UTF-8,1,generated,Wed Nov 08 2017 22:29:32 GMT+0530 (India Standard Time)
16253,https://developer.chrome.com/extensions/windows,2,link,Tue Nov 07 2017 09:10:05 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 22:03:22 GMT+0530 (India Standard Time)
16259,https://github.com/SmritiNarayan/personalized-browser-chrome-extension,4,link,Tue Nov 07 2017 09:18:53 GMT+0530 (India Standard Time),link,Tue Nov 07 2017 09:19:00 GMT+0530 (India Standard Time),form_submit,Tue Nov 07 2017 09:22:12 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 21:58:44 GMT+0530 (India Standard Time)
12374,https://github.com/,16,link,Tue Aug 15 2017 21:28:37 GMT+0530 (India Standard Time),link,Tue Aug 15 2017 21:34:24 GMT+0530 (India Standard Time),link,Wed Aug 23 2017 08:56:37 GMT+0530 (India Standard Time),link,Tue Aug 29 2017 20:48:33 GMT+0530 (India Standard Time),link,Fri Sep 01 2017 16:19:23 GMT+0530 (India Standard Time),link,Sat Sep 02 2017 16:14:31 GMT+0530 (India Standard Time),link,Sat Sep 02 2017 17:03:01 GMT+0530 (India Standard Time),link,Fri Sep 08 2017 21:50:20 GMT+0530 (India Standard Time),link,Thu Oct 05 2017 13:30:58 GMT+0530 (India Standard Time),link,Tue Oct 31 2017 15:55:30 GMT+0530 (India Standard Time),link,Tue Oct 31 2017 15:56:44 GMT+0530 (India Standard Time),link,Tue Oct 31 2017 15:56:49 GMT+0530 (India Standard Time),typed,Tue Nov 07 2017 09:16:57 GMT+0530 (India Standard Time),form_submit,Tue Nov 07 2017 09:18:02 GMT+0530 (India Standard Time),form_submit,Tue Nov 07 2017 09:18:42 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 21:58:40 GMT+0530 (India Standard Time)
12386,https://github.com/samaahitabelavadi/autonomous_explorartion,25,form_submit,Tue Aug 15 2017 21:34:40 GMT+0530 (India Standard Time),link,Tue Aug 15 2017 21:34:47 GMT+0530 (India Standard Time),link,Tue Aug 15 2017 21:34:56 GMT+0530 (India Standard Time),link,Tue Aug 15 2017 21:34:56 GMT+0530 (India Standard Time),reload,Tue Aug 15 2017 21:35:32 GMT+0530 (India Standard Time),typed,Tue Aug 22 2017 20:35:47 GMT+0530 (India Standard Time),typed,Tue Aug 22 2017 20:55:24 GMT+0530 (India Standard Time),typed,Wed Aug 23 2017 08:56:34 GMT+0530 (India Standard Time),typed,Tue Aug 29 2017 20:48:30 GMT+0530 (India Standard Time),typed,Fri Sep 01 2017 16:18:58 GMT+0530 (India Standard Time),typed,Sat Sep 02 2017 16:14:22 GMT+0530 (India Standard Time),typed,Sun Sep 03 2017 23:43:55 GMT+0530 (India Standard Time),typed,Fri Sep 08 2017 20:58:05 GMT+0530 (India Standard Time),link,Fri Sep 08 2017 20:58:14 GMT+0530 (India Standard Time),typed,Tue Sep 12 2017 15:24:40 GMT+0530 (India Standard Time),link,Tue Sep 12 2017 15:24:53 GMT+0530 (India Standard Time),typed,Mon Sep 25 2017 21:30:42 GMT+0530 (India Standard Time),typed,Mon Sep 25 2017 21:36:00 GMT+0530 (India Standard Time),link,Mon Sep 25 2017 21:36:33 GMT+0530 (India Standard Time),link,Mon Sep 25 2017 21:36:36 GMT+0530 (India Standard Time),link,Mon Sep 25 2017 21:36:39 GMT+0530 (India Standard Time),typed,Thu Oct 05 2017 13:30:24 GMT+0530 (India Standard Time),link,Tue Oct 31 2017 15:55:52 GMT+0530 (India Standard Time),typed,Tue Nov 07 2017 09:14:48 GMT+0530 (India Standard Time),typed,Wed Nov 08 2017 12:59:09 GMT+0530 (India Standard Time),typed,Wed Nov 08 2017 21:58:34 GMT+0530 (India Standard Time)
14487,https://developer.chrome.com/extensions/getstarted,2,link,Tue Oct 10 2017 12:28:38 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 21:55:49 GMT+0530 (India Standard Time)
16488,file:///D:/7th%20sem/Aiw/personalized-browser-chrome-extension/part1/popup.html,1,auto_toplevel,Wed Nov 08 2017 21:55:15 GMT+0530 (India Standard Time)
16487,https://www.google.co.in/search?q=how+to+work+with+web+extensions+chrome&oq=how+to+work+with+web+extensions+chrome&aqs=chrome..69i57.7487j0j9&sourceid=chrome&ie=UTF-8,1,generated,Wed Nov 08 2017 21:55:08 GMT+0530 (India Standard Time)
16486,https://www.google.co.in/search?q=bigg+boss&source=lnms&tbm=nws&sa=X&ved=0ahUKEwip8eGYsa_XAhVMv5QKHTPxBPcQ_AUICigB&biw=1366&bih=637,1,link,Wed Nov 08 2017 21:53:41 GMT+0530 (India Standard Time)
16483,https://www.google.co.in/search?q=bigg+boss&oq=bigg&aqs=chrome.0.69i59j69i60j0j69i57j0j69i60.957j0j7&sourceid=chrome&ie=UTF-8,3,generated,Wed Nov 08 2017 21:51:02 GMT+0530 (India Standard Time),generated,Wed Nov 08 2017 21:52:19 GMT+0530 (India Standard Time),generated,Wed Nov 08 2017 21:53:23 GMT+0530 (India Standard Time)
16485,http://indiatoday.intoday.in/story/bigg-boss-11-vikas-gupta-alleged-former-boyfriend-parth-samthaan-wildcard-entry-lifetv/1/1084807.html,1,link,Wed Nov 08 2017 21:52:21 GMT+0530 (India Standard Time)
16484,http://indiatoday.intoday.in/story/bigg-boss-11-day-38-preview-winning-amount-turns-zero-hina-blames-herself-and-breaks-down-lifetv/1/1085108.html,1,link,Wed Nov 08 2017 21:51:12 GMT+0530 (India Standard Time)
16482,https://www.ets.org/toefl/ibt/scores/,1,link,Wed Nov 08 2017 21:50:20 GMT+0530 (India Standard Time)
16481,https://www.ets.org/toefl/nextgen/scorereport.html,1,link,Wed Nov 08 2017 21:50:19 GMT+0530 (India Standard Time)
16469,https://toefl-registration.ets.org/TOEFLWeb/reportmanagement/viewScoreDetails.do?currentAppointmentNumber=0000000031751805#,2,link,Wed Nov 08 2017 20:18:08 GMT+0530 (India Standard Time),link,Wed Nov 08 2017 21:50:19 GMT+0530 (India Standard Time)
16480,https://www.voot.com/shows/bigg-boss-s11/11/538936/day-37-biggest-fight-of-the-season/546735,1,link,Wed Nov 08 2017 20:49:33 GMT+0530 (India Standard Time)
16479,https://www.voot.com/shows/bigg-boss/bigg-boss-season-11?utm_source=google_web&utm_medium=search_google_biggboss11&utm_campaign=biggboss11_google_29092017&gclid=EAIaIQobChMI6oj3lqOv1wIVAyQrCh0pZA5MEAAYASAAEgJFLvD_BwE,1,link,Wed Nov 08 2017 20:48:25 GMT+0530 (India Standard Time)
16475,https://www.google.co.in/search?ei=iB8DWpieL4i70gSKy7vgCg&q=bigg+boss&oq=bigg+boss&gs_l=psy-ab.3..0i71k1l4.0.0.1.59147.0.0.0.0.0.0.0.0..0.0....0...1..64.psy-ab..0.0.0....0.A9Fv0-dZ_8I,1,reload,Wed Nov 08 2017 20:48:20 GMT+0530 (India Standard Time)
16474,https://www.google.co.in/search?q=bigg+boss+vote&oq=bigg&aqs=chrome.2.69i57j69i60j0l2j69i60j69i59.5698j0j7&sourceid=chrome&ie=UTF-8,1,generated,Wed Nov 08 2017 20:45:17 GMT+0530 (India Standard Time)
